item	sample	lstm	depth	sentence	grammatical	questionable	note
17	11	google-1b	2	"The apartment that the maid who the cleaning service star Sarah Taylor had been renting for a week ( and she had just arrived ) declined the asking price , leading to a drop in prices that wasn 't fortune . </S>"	FALSE	NA	NA
17	12	google-1b	2	"The apartment that the maid who the cleaning service countryman Catherine Doumar moved to with a box of walnut , ivory and leather from Studio 54 in 2001 ? </S>"	FALSE	NA	NA
18	10	google-1b	2	The shirt that the seamstress who the boss designed has always belonged to me -- and we really believe we need it now . </S>	FALSE	NA	NA
18	11	google-1b	2	"The shirt that the seamstress who the boss Hazel wishes to buy has "" weathered the storm for half a century . "" </S>"	FALSE	NA	NA
18	12	google-1b	2	"The shirt that the seamstress who the boss described as "" too racy "" can be moved to another jacket . </S>"	FALSE	NA	NA
19	10	google-1b	2	"The prayer that the monk who the religious fanatic really teaches would respect the law so much as also apply his philosophy to the economic views of other people "" at these forums , making us all ... SICK , "" he said . </S>"	FALSE	NA	NA
19	11	google-1b	2	The prayer that the monk who the religious fanatic had invited online between 30 August and 1 October in the nun 's palace to be a cultural commentator was completely mistaken . </S>	FALSE	NA	NA
19	12	google-1b	2	"The prayer that the monk who the religious fanatic wants to hear very clearly has come to his collapse . He is also stirring up a ship of class . He is an intelligent . He is <UNK> , whereas he was a monk on Susan 's ship . When he has an arresting book we must learn how to use the stick of this bomb machine and the hand grenades back and forth . He is 100 % correct in that the analogy cannot be referenced so many times before it does become necessary for a silly explanation . In this case the context , at least in the scientific literature , is very clear . ( i.e. , introducing inconvenient laws , by lowering child poverty based on <UNK> theories ) ; purely gun-imagery could be used to bully ' elites ' into thinking they want to make their own mind up in the face of this hostile or regressive police culture . </S>"	FALSE	NA	NA
20	10	google-1b	2	The monologue that the actor who the movie industry likes made silent was being uploaded . </S>	TRUE	NA	very nice!
20	11	google-1b	2	"The monologue that the actor who the movie industry would be looking for would be such an amusing human being , it 's all silence . </S>"	FALSE	NA	NA
20	12	google-1b	2	"The monologue that the actor who the movie industry is known for didn 't take jury instructions from anybody . - Did he have any suits for Oscar night ? - Terence <UNK> discussion of the French fashion house 's presidential warrant to buy shares of Mr Obama 's father 's oil and gas foundation . - How after a weekend showing with Toyota , Ford and General Motors ... </S>"	FALSE	NA	NA
